time_s,ecg,ppg,label
0.0,0.02706715605450372,-109.34,1
0.015625,0.044059321709515376,-102.8,1
0.03125,0.06146960097948257,-96.55,1
0.046875,0.07209149246231969,-90.06,1
0.0625,0.07214571818680238,-83.19,1
0.078125,0.08447812145569111,-76.59,1
0.09375,0.07186734986116891,-71.29,1
0.109375,0.07272654601762418,-68.04,1
0.125,0.0678648072729152,-66.62,1
0.140625,0.07505053064413662,-65.74,1
0.15625,0.08400384069094224,-63.41,1
0.171875,0.048155107137227406,-57.67,1
0.1875,0.03786691230262484,-47.58,1
0.203125,0.04245758302317081,-33.58,1
0.21875,0.06170104643100685,-17.37,1
0.234375,0.05848691744918936,-1.16,1
0.25,0.08401109123907205,13.32,1
0.265625,0.09788812412189253,25.33,1
0.28125,0.10011883711430322,35.14,1
0.296875,0.10150267521693833,43.44,1
0.3125,0.09061179461370696,50.55,1
0.328125,0.09563463245561755,56.1,1
0.34375,0.08073834572821388,59.18,1
0.359375,0.08785143631125884,59.0,1
0.375,0.09418449640454449,55.53,1
0.390625,0.1337813909747349,49.71,1
0.40625,0.14955460516722138,43.07,1
0.421875,0.08469042302465324,37.14,1
0.4375,0.03467922698799749,32.9,1
0.453125,0.016185375455714898,30.52,1
0.46875,-0.010455266991533008,29.56,1
0.484375,-0.019138177409902892,29.31,1
0.5,0.14835459510788285,29.18,1
0.515625,0.47291798471940494,28.91,1
0.53125,0.46959447404607146,28.64,1
0.546875,0.09936711684002879,28.85,1
0.5625,-0.14563944058601205,30.17,1
0.578125,-0.21107848534032148,33.18,1
0.59375,-0.19860284101247033,38.08,1
0.609375,-0.17713106758190406,44.48,1
0.625,-0.16135940316925276,51.32,1
0.640625,-0.17293213305628868,57.12,1
0.65625,-0.15703249868710412,60.45,1
0.671875,-0.16597904504569289,60.49,1
0.6875,-0.15778517917378238,57.44,1
0.703125,-0.16126477362548336,52.54,1
0.71875,-0.18013480918212785,47.6,1
0.734375,-0.17828718575358707,44.31,1
0.75,-0.153786650536134,43.55,1
0.765625,-0.08631219677000875,45.0,1
0.78125,-0.003767399367951583,47.46,1
0.796875,0.044570851352181605,49.47,1
0.8125,0.05914192427161208,50.2,1
0.828125,0.05515071161764515,49.79,1
0.84375,0.04860747353232234,49.35,1
0.859375,0.04097668457682652,50.33,1
0.875,0.027985927035084783,53.89,1
0.890625,-0.004537139116076245,60.36,1
0.90625,0.02636104741113888,69.21,1
0.921875,0.026554782895979966,79.11,1
0.9375,0.04164747236428106,88.21,1
0.953125,0.024176277414249044,94.31,1
0.96875,0.024134924242647432,95.35,1
0.984375,0.025811263319468643,89.98,1
1.0,0.059310456148776364,78.23,1
1.015625,0.04102307486309933,61.54,1
1.03125,0.055403173371867405,42.18,1
1.046875,0.07274363015050739,22.09,1
1.0625,0.07497904788482396,2.12,1
1.078125,0.06969050695327839,-17.96,1
1.09375,0.057256805251809026,-38.43,1
1.109375,0.04949360207348066,-58.35,1
1.125,0.05219264756603807,-75.01,1
1.140625,0.05768797466389369,-84.72,1
1.15625,0.07892487638178117,-84.53,1
1.171875,0.07447701646650001,-74.21,1
1.1875,0.04655737284552447,-56.98,1
1.203125,0.05609285369017219,-38.86,1
1.21875,0.09593369956183921,-26.83,1
1.234375,0.1570504997202443,-26.97,1
1.25,0.1750624409051947,-43.12,1
1.265625,0.09981877875835903,-76.15,1
1.28125,0.04556075608382983,-123.53,1
1.296875,0.005542801628276447,-179.29,1
1.3125,-0.0013563388155753463,-234.77,1
1.328125,-0.009771089790651789,-280.03,1
1.34375,0.19703093445336195,-306.4,1
1.359375,0.5668674795771433,-309.08,1
1.375,0.42211091619492824,-288.79,1
1.390625,0.07435214167806382,-251.44,1
1.40625,-0.12684885616023073,-205.9,1
1.421875,-0.15007985151329026,-160.72,1
1.4375,-0.1688324308400907,-121.5,1
1.453125,-0.16421853564944253,-89.82,1
1.46875,-0.13915660312768394,-64.19,1
1.484375,-0.12285813362659943,-42.57,1
1.5,-0.106648353077631,-24.63,1
1.515625,-0.10506162395460739,-12.93,1
1.53125,-0.09812332545990529,-12.0,1
1.546875,-0.12407553477693357,-25.75,1
1.5625,-0.14226227814635356,-54.27,1
1.578125,-0.13749017331909127,-91.87,1
1.59375,-0.11245028711923463,-127.96,1
1.609375,-0.06090595288714572,-150.81,1
1.625,0.023081392053086416,-152.79,1
1.640625,0.06571576175821182,-133.97,1
1.65625,0.0871314983689858,-101.95,1
1.671875,0.061629301266305954,-67.65,1
1.6875,0.043167992858730436,-39.6,1
1.703125,0.03282382039870518,-20.0,1
1.71875,0.015832721586133358,-4.89,1
1.734375,0.01630478859698285,11.93,1
1.75,0.013786620892062193,33.85,1
1.765625,0.02535965049645682,58.74,1
1.78125,0.024195156415840455,80.22,1
1.796875,0.035355966239164684,91.86,1
1.8125,0.02662696522096502,91.22,1
1.828125,0.030359096635760717,81.21,1
1.84375,0.019173185658170173,68.21,1
1.859375,0.02818316544373343,58.14,1
1.875,0.029300527315543244,53.57,1
1.890625,0.03586033621301789,53.2,1
1.90625,0.023887032412715253,53.64,1
1.921875,0.0150168818087885,52.17,1
1.9375,0.021217356013680484,48.39,1
1.953125,0.014580184106401195,44.28,1
1.96875,0.01631621924397758,43.06,1
1.984375,0.004014278835065381,47.75,1
2.0,0.011022947126464672,59.62,1
2.015625,0.004394851464337014,77.8,1
2.03125,0.01415196510375837,99.52,1
2.046875,0.024120238638211847,121.11,1
2.0625,0.053087143983942375,139.11,1
2.078125,0.12783446552435562,151.44,1
2.09375,0.08986608931774602,157.86,1
2.109375,0.034257765360750515,159.5,1
2.125,-0.020532793582265497,158.65,1
2.140625,-0.04978077900586031,157.27,1
2.15625,-0.052644327324764116,156.45,1
2.171875,-0.003363178016681589,156.45,1
2.1875,0.2734630054687688,157.2,1
2.203125,0.4830114370036866,158.76,1
2.21875,0.2694665808253259,161.5,1
2.234375,-0.0546357697163161,165.47,1
2.25,-0.19517222379677004,169.3,1
2.265625,-0.20405469499165935,170.7,1
2.28125,-0.1940114876552553,166.42,1
2.296875,-0.18458075765311333,154.14,1
2.3125,-0.17850660909206453,134.1,1
2.328125,-0.1621457260224853,109.85,1
2.34375,-0.1430995308147402,86.95,1
2.359375,-0.14368283908840443,70.99,1
2.375,-0.1606711595642488,64.96,1
2.390625,-0.1700333939354933,63.91,1
2.40625,-0.19515290249739667,61.43,1
2.421875,-0.17733197894175975,51.08,1
2.4375,-0.1372880658507887,30.21,1
2.453125,-0.06453736812320278,1.4,1
2.46875,0.010417422832003803,-29.08,1
2.484375,0.05195798683017624,-54.62,1
2.5,0.053904085961779986,-70.29,1
2.515625,0.03130161051083906,-73.88,1
2.53125,0.016270308733695282,-66.92,1
2.546875,0.013522991303855628,-52.57,1
2.5625,-0.004978456940777264,-35.69,1
2.578125,0.0018256280377257034,-21.61,1
2.59375,-0.000928730888370878,-16.28,1
2.609375,0.019291315056382048,-21.51,1
2.625,0.004693604521206628,-36.9,1
2.640625,0.02591111015610122,-59.47,1
2.65625,0.0068161260113667535,-84.11,1
2.671875,-0.0026899237222108813,-106.24,1
2.6875,0.00829290149081399,-122.04,1
2.703125,0.012436784563522147,-130.41,1
2.71875,0.009551525900498996,-133.03,1
2.734375,0.0062562671912914395,-133.77,1
2.75,0.006388292890201643,-137.2,1
2.765625,-0.0007064782475273251,-147.37,1
2.78125,0.004330922074877265,-166.68,1
2.796875,0.019845158682460614,-189.19,1
2.8125,0.00033001998848468747,-208.95,1
2.828125,0.015160494684723476,-218.6,1
2.84375,0.022378364165942338,-212.16,1
2.859375,0.07506338264928633,-187.58,1
2.875,0.12408158492581843,-148.23,1
2.890625,0.09315112856001845,-102.07,1
2.90625,0.023680514387451525,-59.24,1
2.921875,-0.019132423175622665,-28.11,1
2.9375,-0.05255202999156966,-12.32,1
2.953125,-0.010057499632567,-10.85,1
2.96875,-0.02032206215315681,-18.03,1
2.984375,0.2816167782151265,-26.5,1
3.0,0.3494211694077231,-29.91,1
3.015625,0.24908386130303378,-24.6,1
3.03125,0.011658171346893521,-10.01,1
3.046875,-0.17308630169122516,11.51,1
3.0625,-0.14936676521456688,35.99,1
3.078125,-0.17143484401453626,58.92,1
3.09375,-0.12837575283559757,75.56,1
3.109375,-0.13797746613564896,82.76,1
3.125,-0.09830728771509334,79.25,1
3.140625,-0.11650372568296642,65.62,1
3.15625,-0.09523865246010058,44.14,1
3.171875,-0.10035872999973088,18.33,1
3.1875,-0.11286454090426874,-7.83,1
3.203125,-0.13854825895115283,-30.45,1
3.21875,-0.11639163683900634,-46.32,1
3.234375,-0.08222368248638165,-53.99,1
3.25,-0.00491645530737083,-53.5,1
3.265625,0.0474917828122221,-46.51,1
3.28125,0.08627511213163482,-35.83,1
3.296875,0.08041247000406136,-24.58,1
3.3125,0.06722879383723619,-15.29,1
3.328125,0.05177946984361729,-9.24,1
3.34375,0.04212459813529368,-6.31,1
3.359375,0.03823260665841657,-5.31,1
3.375,0.04574154274607185,-5.01,1
3.390625,0.017441447639152747,-4.6,1
3.40625,0.032953297580370355,-4.13,1
3.421875,0.02448451515868279,-4.41,1
3.4375,0.03856677049816294,-6.48,1
3.453125,0.016320112082730324,-11.05,1
3.46875,0.019668128260106988,-18.21,1
3.484375,0.022366697842987247,-27.38,1
3.5,0.027722300225588806,-37.51,1
3.515625,0.009529069898395652,-47.48,1
3.53125,0.01816023915068967,-56.22,1
3.546875,0.010331394125609692,-62.97,1
3.5625,0.011421126391964418,-67.24,1
3.578125,0.024750852826363114,-68.71,1
3.59375,0.08330933264954421,-67.06,1
3.609375,0.13363779015460284,-61.81,1
3.625,0.12581475793911934,-52.45,1
3.640625,0.043010973695868156,-38.66,1
3.65625,0.00597487153604339,-20.72,1
3.671875,-0.04056761254220705,0.29,1
3.6875,-0.03316934600287434,22.57,1
3.703125,-0.04241406370729223,44.07,1
3.71875,0.2443464441818534,62.95,1
3.734375,0.4514529602977385,77.96,1
3.75,0.2764060223450827,88.61,1
3.765625,0.04141341965802739,94.93,1
3.78125,-0.16716361971856875,97.34,1
3.796875,-0.16192599168549823,96.29,1
3.8125,-0.17861765546764194,92.34,1
3.828125,-0.17123053350807568,86.07,1
3.84375,-0.17250801097819649,78.2,1
3.859375,-0.13421651345754243,69.57,1
3.875,-0.12052002163529037,61.06,1
3.890625,-0.10424446321036815,53.43,1
3.90625,-0.11068408215720606,47.22,1
3.921875,-0.12026533933459935,42.66,1
3.9375,-0.1393187049139696,39.76,1
3.953125,-0.13091298203352114,38.49,1
3.96875,-0.10178064715646416,38.77,1
3.984375,-0.03725659753050115,40.57,1
4.0,0.03781908496408917,43.71,1
4.015625,0.06983367609737405,47.79,1
4.03125,0.07506735392006723,52.08,1
4.046875,0.0620905957677037,55.69,1
4.0625,0.06221712317332938,57.86,1
4.078125,0.04526869822756959,58.18,1
4.09375,0.03568715990931021,56.77,1
4.109375,0.04894985893489714,54.14,1
4.125,0.04622961579387885,50.9,1
4.140625,0.042590147215142954,47.47,1
4.15625,0.04216743118654664,43.79,1
4.171875,0.04377529142336254,39.45,1
4.1875,0.04355069682946953,33.93,1
4.203125,0.02836148616588123,26.94,1
4.21875,0.032080994866632614,18.68,1
4.234375,0.02273271548395626,9.79,1
4.25,0.04093797634783422,1.12,1
4.265625,0.017813914398618555,-6.62,1
4.28125,0.04597431583287095,-13.12,1
4.296875,0.06696273652001124,-18.56,1
4.3125,0.14030932031209264,-23.44,1
4.328125,0.15507453198815102,-28.43,1
4.34375,0.10139057336609036,-34.05,1
4.359375,0.006527510284262666,-40.44,1
4.375,-0.024183607328597978,-47.18,1
4.390625,-0.0496904984037427,-53.23,1
4.40625,-0.04331980913411139,-57.13,1
4.421875,0.07778518062199491,-57.32,1
4.4375,0.6295634135958325,-52.63,1
4.453125,0.5525858133777747,-42.71,1
4.46875,0.0028332909644682423,-28.28,1
4.484375,-0.1290264007708651,-10.98,1
4.5,-0.22631491091036304,7.01,1
4.515625,-0.1970375948963393,23.55,1
4.53125,-0.21986994828350728,37.1,1
4.546875,-0.17882588452612513,46.87,1
4.5625,-0.17092564614246325,52.79,1
4.578125,-0.14230646231741065,55.19,1
4.59375,-0.1442064363326805,54.47,1
4.609375,-0.12544196333897012,50.95,1
4.625,-0.1459362148982602,44.85,1
4.640625,-0.16001721284760204,36.55,1
4.65625,-0.16435601156362684,26.65,1
4.671875,-0.13205019956492595,16.08,1
4.6875,-0.07932485248446641,5.89,1
4.703125,-0.011271613287466438,-3.06,1
4.71875,0.031535517406297994,-10.28,1
4.734375,0.04410805509870135,-15.86,1
4.75,0.026557964523281522,-20.21,1
4.765625,0.011475502423018077,-23.82,1
4.78125,0.018118196860825705,-26.91,1
4.796875,0.01776007489085893,-29.4,1
4.8125,0.0032572177469155986,-31.0,1
4.828125,0.012041009366619306,-31.49,1
4.84375,-0.009006481372917397,-30.9,1
4.859375,0.013284795141291605,-29.47,1
4.875,0.014460641427644578,-27.44,1
4.890625,0.01254812107830081,-24.79,1
4.90625,0.015961461998010726,-21.3,1
4.921875,0.012621060271890668,-16.67,1
4.9375,-0.006733525559663236,-10.94,1
4.953125,0.005729443841930483,-4.61,1
4.96875,0.00903318406832831,1.51,1
4.984375,0.07593104686812464,6.65,1
5.0,0.1554839543521496,10.33,1
5.015625,0.12131734072108988,12.44,1
5.03125,0.03577786570750737,12.79,1
5.046875,-0.04346129176056425,10.83,1
5.0625,-0.06199449293963794,5.57,1
5.078125,-0.07338962729557122,-3.87,1
5.09375,-0.04717431304220609,-17.46,1
5.109375,0.3267158133573135,-33.61,1
5.125,0.6437078802870281,-49.31,1
5.140625,0.18617585343104434,-60.96,1
5.15625,-0.10973243721428154,-65.63,1
5.171875,-0.2018541569165151,-62.16,1
5.1875,-0.2224078716062123,-51.41,1
5.203125,-0.2169604328845345,-35.79,1
5.21875,-0.1970152204993689,-18.3,1
5.234375,-0.1768757370923067,-1.55,1
5.25,-0.15477968320487986,12.82,1
5.265625,-0.14072446503698205,24.31,1
5.28125,-0.142062093986227,33.33,1
5.296875,-0.14595274597957344,40.89,1
5.3125,-0.15974040839828885,48.08,1
5.328125,-0.15953476180648293,55.62,1
5.34375,-0.16397465769455663,63.55,1
5.359375,-0.1268907986752985,71.11,1
5.375,-0.059265227231134414,76.99,1
5.390625,0.015241579639725458,79.78,1
5.40625,0.05037933357158307,78.56,1
5.421875,0.03249130692289773,73.21,1
5.4375,0.03565014994930416,64.52,1
5.453125,0.017472111335155936,53.83,1
5.46875,0.019316522671872192,42.67,1
5.484375,0.010317716991372062,32.41,1
5.5,-0.00028992898030498487,23.92,1
5.515625,0.007063856391760253,17.67,1
5.53125,0.023638736900500702,13.71,1
5.546875,0.033490797483485095,11.73,1
5.5625,0.0295334098106393,11.21,1
5.578125,0.03517986041311804,11.38,1
5.59375,0.033545921202908786,11.36,1
5.609375,0.03685389678293984,10.21,1
5.625,0.029538640972976583,7.17,1
5.640625,0.026263178749045976,1.83,1
5.65625,0.05613646273060907,-5.54,1
5.671875,0.10656376928092717,-14.0,1
5.6875,0.1596781295417828,-22.04,1
5.703125,0.1687388779366191,-28.09,1
5.71875,0.09345098419741597,-31.2,1
5.734375,0.034709016214154294,-31.48,1
5.75,0.0019675608519200295,-30.3,1
5.765625,-0.0024007037036768916,-29.75,1
5.78125,0.023688827115071146,-31.79,1
5.796875,0.24952902652601566,-37.3,1
5.8125,0.5072618936087805,-45.6,1
5.828125,0.39399835076806156,-54.63,1
5.84375,0.0573769252223756,-61.74,1
5.859375,-0.12642355482117143,-64.72,1
5.875,-0.15464125096653503,-62.48,1
5.890625,-0.15811224078759584,-55.29,1
5.90625,-0.14511132612802727,-44.31,1
5.921875,-0.130271592744232,-31.06,1
5.9375,-0.11456523362757493,-16.91,1
5.953125,-0.09782195787023948,-3.01,1
5.96875,-0.10539444542932823,9.62,1
5.984375,-0.11164138379694678,19.94,1
6.0,-0.13586290539980894,27.02,1
6.015625,-0.1482279885767734,30.29,1
6.03125,-0.15606543048157323,29.82,1
6.046875,-0.13123422390249195,26.36,1
6.0625,-0.07433739068303585,21.09,1
6.078125,0.014372267725345724,15.28,1
6.09375,0.05112210341664269,9.91,1
6.109375,0.06285605262005213,5.61,1
6.125,0.04603359476612431,2.64,1
6.140625,0.030218964618423005,0.96,1
6.15625,0.01328444818825945,0.26,1
6.171875,-0.015033360394640058,0.09,1
6.1875,-0.013496893615448362,-0.04,1
6.203125,-0.02626778818410958,-0.46,1
6.21875,-0.019134815205544012,-1.15,1
6.234375,-0.029756749190040666,-1.81,1
6.25,-0.029337537066421008,-1.99,1
6.265625,-0.032939777236449204,-1.47,1
6.28125,-0.054906633567756165,-0.39,1
6.296875,-0.03190827330601697,0.69,1
6.3125,-0.03778751865838628,1.15,1
6.328125,0.015225251565051187,0.61,1
6.34375,0.07048650642964116,-0.8,1
6.359375,0.08293668590979754,-2.4,1
6.375,-0.002296070878969865,-3.29,1
6.390625,-0.03843549909365606,-2.76,1
6.40625,-0.0881358821159089,-0.66,1
6.421875,-0.04067392104399403,2.41,1
6.4375,-0.055521434323207046,5.19,1
6.453125,0.21089289626591834,6.18,1
6.46875,0.29265991458009755,4.21,1
6.484375,0.1834586885029481,-0.99,1
6.5,0.09734233944985353,-8.63,1
6.515625,-0.15364831556828507,-16.98,1
6.53125,-0.1338317648562887,-24.02,1
6.546875,-0.17304882547885686,-28.11,1
6.5625,-0.12440073596746387,-28.48,1
6.578125,-0.1229943471192451,-25.33,1
6.59375,-0.09732937203832498,-19.51,1
6.609375,-0.09236336584115687,-12.07,1
6.625,-0.0735792819061167,-4.02,1
6.640625,-0.08948819366223953,3.79,1
6.65625,-0.0902785514582722,10.6,1
6.671875,-0.09756572962655623,15.64,1
6.6875,-0.06778697946099525,18.4,1
6.703125,-0.042087634756129526,18.75,1
6.71875,0.007932020427686648,17.1,1
6.734375,0.052844831029123795,14.34,1
6.75,0.0864705497621152,11.43,1
6.765625,0.07916205921202335,9.08,1
6.78125,0.07833513676573046,7.58,1
6.796875,0.059644114406958736,6.82,1
6.8125,0.057864092028221015,6.49,1
6.828125,0.039977144447056495,6.28,1
6.84375,0.05146569715232907,5.95,1
6.859375,0.03629584080298242,5.3,1
6.875,0.056730493803446636,4.17,1
6.890625,0.03324173292322088,2.45,1
6.90625,0.055452420332963624,0.19,1
6.921875,0.04459998842455086,-2.29,1
6.9375,0.04189244888104053,-4.47,1
6.953125,0.055084887121111765,-5.76,1
6.96875,0.10880444976244856,-5.83,1
6.984375,0.15993326347862005,-4.7,1
7.0,0.13886543288251138,-2.85,1
7.015625,0.03885146769220116,-0.94,1
7.03125,0.002779861480690343,0.36,1
7.046875,-0.02273081670486693,0.73,1
7.0625,0.010658559581214089,0.18,1
7.078125,0.0059259980608705395,-1.02,1
7.09375,0.3689966319457542,-2.68,1
7.109375,0.22454269933899626,-4.94,1
7.125,0.1812383703704138,-8.45,1
7.140625,0.019456277108212964,-14.07,1
7.15625,-0.14221446445322547,-22.44,1
7.171875,-0.11280855320354273,-33.34,1
7.1875,-0.13340219669812373,-45.39,1
7.203125,-0.09708586055611182,-56.15,1
7.21875,-0.10606120972335982,-62.89,1
7.234375,-0.06969861262841957,-63.38,1
7.25,-0.06610511158913328,-56.8,1
7.265625,-0.04926264630501974,-43.95,1
7.28125,-0.07091298980470968,-27.02,1
7.296875,-0.06840125699204175,-8.78,1
7.3125,-0.07370504880193385,8.19,1
7.328125,-0.04121308488463323,22.11,1
7.34375,0.0057878780556258275,32.23,1
7.359375,0.04231010360099815,38.67,1
7.375,0.07677898553820045,42.11,1
7.390625,0.08590190169990918,43.48,1
7.40625,0.07493519555735675,43.73,1
7.421875,0.0714811207614822,43.61,1
7.4375,0.03678846220324456,43.63,1
7.453125,0.04061758717287669,43.87,1
7.46875,0.04853240766235885,44.13,1
7.484375,0.03476983765858141,43.98,1
7.5,0.027329965009099445,42.93,1
7.515625,0.04313794025145408,40.64,1
7.53125,0.025478804120299143,36.98,1
7.546875,0.024151366179771473,32.05,1
7.5625,0.016471400453761113,26.18,1
7.578125,0.006259211072934308,19.85,1
7.59375,0.02193146259090937,13.6,1
7.609375,0.05452036143749945,7.93,1
7.625,0.11431245727310048,3.11,1
7.640625,0.15488070155639572,-0.82,1
7.65625,0.06799504372310704,-3.98,1
7.671875,0.021523670800960817,-6.47,1
7.6875,-0.031675905884068496,-8.22,1
7.703125,-0.02250147163246283,-8.93,1
7.71875,-0.05806100226184184,-8.25,1
7.734375,0.16070199808018742,-6.21,1
7.75,0.4125512410716181,-3.36,1
7.765625,0.2281368228650423,-0.85,1
7.78125,0.09804253383311387,-0.06,1
7.796875,-0.11716847820027118,-2.16,1
7.8125,-0.14989818299341792,-7.6,1
7.828125,-0.1553062591205157,-15.89,1
7.84375,-0.1417045276075464,-25.68,1
7.859375,-0.11640903253491973,-35.08,1
7.875,-0.1080117814012098,-42.1,1
7.890625,-0.08923377297278302,-45.09,1
7.90625,-0.0805294716267953,-43.13,1
7.921875,-0.06291469078337417,-36.23,1
7.9375,-0.0651094040190022,-25.3,1
7.953125,-0.06866510885263202,-11.95,1
7.96875,-0.07527156471632251,1.88,1
7.984375,-0.05806560190889577,14.42,1
8.0,-0.004396789129844448,24.38,1
8.015625,0.04714033003406516,31.11,1
8.03125,0.08252182879797264,34.54,1
8.046875,0.08352213496242246,35.0,1
8.0625,0.06661857193500731,33.09,1
8.078125,0.06909406218245603,29.56,1
8.09375,0.04700597420332718,25.17,1
8.109375,0.04503863552101249,20.7,1
8.125,0.03445745839907786,16.79,1
8.140625,0.04808445706731119,13.84,1
8.15625,0.03217761060150965,11.97,1
8.171875,0.03827659870158453,11.1,1
8.1875,0.024567329889204837,11.03,1
8.203125,0.016886034610065083,11.58,1
8.21875,0.01339795287300299,12.61,1
8.234375,0.004106785683584303,13.98,1
8.25,0.021914685962273753,15.54,1
