time_s,ecg,ppg,label
0.0,-0.18276182113008335,-67.89,1
0.015625,-0.17832927996347978,-76.03,1
0.03125,-0.1622532239001174,-82.42,1
0.046875,-0.14297355545976104,-86.28,1
0.0625,-0.16189191131542907,-86.07,1
0.078125,-0.1357741930490597,-80.36,1
0.09375,-0.1272250178089675,-68.86,1
0.109375,-0.11710836279331031,-52.7,1
0.125,-0.12766000874699313,-34.1,1
0.140625,-0.041773423515765434,-15.8,1
0.15625,-0.052013343824634,-0.06,1
0.171875,0.08871388764946761,11.93,1
0.1875,0.08877643888039978,18.11,1
0.203125,-0.04775069364783252,18.22,1
0.21875,-0.05645602979231572,14.47,1
0.234375,-0.0991190942254147,10.03,1
0.25,-0.12523144711238712,7.44,1
0.265625,-0.06134902246916193,8.08,1
0.28125,-0.1294867663850578,12.04,1
0.296875,-0.31839108487827417,18.51,1
0.3125,1.0407310613459022,26.03,1
0.328125,1.571625682720417,33.0,1
0.34375,-0.0075392866325890056,38.44,1
0.359375,-0.21209098662852605,41.79,1
0.375,-0.17098327166846217,42.44,1
0.390625,-0.2264430022352902,39.69,1
0.40625,-0.19012939043757854,33.17,1
0.421875,-0.14924941276014114,23.15,1
0.4375,-0.09264599931111178,10.95,1
0.453125,-0.05226548746123613,-1.09,1
0.46875,-0.003677364582571954,-10.34,1
0.484375,0.04472847688810438,-14.63,1
0.5,0.11872374925562182,-13.38,1
0.515625,0.2079186752748424,-8.28,1
0.53125,0.3343377877426595,-2.2,1
0.546875,0.42777748773137114,2.27,1
0.5625,0.5302764692426913,3.9,1
0.578125,0.5589143164554592,3.16,1
0.59375,0.38766374197747805,1.68,1
0.609375,0.03636956596761695,1.23,1
0.625,-0.17218093075832244,3.17,1
0.640625,-0.3921643532672104,8.07,1
0.65625,-0.4150635085455888,15.25,1
0.671875,-0.388529447775253,23.39,1
0.6875,-0.42210501756755686,30.81,1
0.703125,-0.3295460236148956,35.66,1
0.71875,-0.34366249493814993,36.42,1
0.734375,-0.2644132747351318,32.5,1
0.75,-0.2612719396088143,24.65,1
0.765625,-0.22586188289202885,14.57,1
0.78125,-0.18377203956460306,5.21,1
0.796875,-0.17495023028834722,-1.96,1
0.8125,-0.12345194467929407,-7.27,1
0.828125,-0.15136384117550616,-12.21,1
0.84375,-0.12368778742685706,-18.13,1
0.859375,-0.15401276434670538,-25.01,1
0.875,-0.07069936656098308,-30.99,1
0.890625,-0.07115130157300506,-33.2,1
0.90625,-0.06769162785845621,-29.78,1
0.921875,-0.03844951300730835,-19.96,1
0.9375,-0.0657759179719975,-5.86,1
0.953125,-0.03731486344616336,8.59,1
0.96875,-0.04022050572804894,19.16,1
0.984375,0.028867252662298434,22.68,1
1.0,-0.0239080937334931,18.04,1
1.015625,-0.03557717317991033,6.26,1
1.03125,0.053968213691561906,-10.14,1
1.046875,0.06005428899110031,-27.96,1
1.0625,0.1449951215488738,-43.3,1
1.078125,0.028783806727698133,-53.52,1
1.09375,0.0069400948356624454,-57.15,1
1.109375,-0.03714587489721449,-53.81,1
1.125,-0.05117165822358751,-44.32,1
1.140625,-0.09776528229213233,-30.71,1
1.15625,0.0012968534633823713,-15.79,1
1.171875,-0.23801704250494882,-2.41,1
1.1875,0.14441653888709938,7.5,1
1.203125,1.6715487829467714,13.38,1
1.21875,0.9834187625091703,16.08,1
1.234375,-0.1259924492802466,16.96,1
1.25,-0.10832086673929664,17.46,1
1.265625,-0.21155999612598905,18.59,1
1.28125,-0.2076334966619108,20.85,1
1.296875,-0.2122508475119048,24.4,1
1.3125,-0.1690639714962613,29.06,1
1.328125,-0.14410187034728109,34.41,1
1.34375,-0.09281110159971888,39.59,1
1.359375,-0.03346338368312461,43.24,1
1.375,-0.02423969700799151,44.07,1
1.390625,0.05964094830702959,41.47,1
1.40625,0.1411842941601019,35.75,1
1.421875,0.22619152765208486,28.1,1
1.4375,0.333434437815814,20.15,1
1.453125,0.39923214821473496,13.47,1
1.46875,0.41936515512717426,9.27,1
1.484375,0.28004352349864575,8.09,1
1.5,0.0003387011742628815,9.88,1
1.515625,-0.2116377405368727,13.92,1
1.53125,-0.2928306884351054,18.92,1
1.546875,-0.31470057182373196,23.12,1
1.5625,-0.27755930603257695,24.75,1
1.578125,-0.2923455143231451,22.43,1
1.59375,-0.21987874075633065,15.42,1
1.609375,-0.23939213535908566,3.87,1
1.625,-0.20202300322567793,-11.77,1
1.640625,-0.18306548196908287,-30.77,1
1.65625,-0.17321924505891634,-52.31,1
